57;57;62;62;97;57;57;57;97;57;57;102;67;62;57;102;107;62;57;190;1801;265;218;388;294;2330;2458;2344;2187;2344;448;277;60;95;50;131;141;60;105;110;95;5;50;55;91;46;91;56;55;41;36;186;541;136;106;80;110;60;20;191;361;190;220;285;295;350;525;535;445;450;285;701;883;766;900;919;718;681;765;2480;830;876;799;696;694;703;713;708;750;727;803;475;102;102;67;5
97;57;62;107;102;62;107;107;107;62;97;57;97;62;102;102;62;97;97;358;2410;2279;2331;3775;2285;461;498;305;301;410;285;129;60;60;105;95;141;106;50;5;45;96;131;55;111;101;10;46;136;105;55;355;55;95;60;115;55;95;100;220;380;441;401;461;591;395;355;360;375;431;286;633;681;657;890;825;830;2419;715;820;752;620;884;814;479;523;778;704;587;559;639;483;62;62;57;15
57;97;57;57;57;57;97;57;62;62;57;67;112;107;102;112;112;97;97;984;3224;2315;2362;2474;2427;453;458;534;410;372;429;230;145;176;136;91;91;50;50;96;91;95;131;131;141;91;10;10;0;5;10;55;55;10;60;405;55;60;10;160;290;375;490;365;1800;1924;2100;360;405;455;470;766;807;571;808;792;603;835;824;2291;735;743;490;570;696;712;632;561;587;533;460;235;52;57;62;5
62;62;57;57;57;62;67;112;107;67;67;97;57;57;57;102;72;107;57;1079;400;320;289;1043;2305;2213;2306;2346;2398;403;372;223;0;96;101;100;100;131;101;20;50;10;110;110;41;41;456;151;105;65;60;15;141;101;60;100;91;86;60;510;510;450;445;350;430;230;465;631;266;270;440;653;748;486;617;2292;569;767;823;1500;856;671;683;642;709;794;570;782;750;556;639;290;67;102;62;45
52;57;57;57;57;57;57;97;62;62;97;92;102;102;107;107;97;97;92;258;346;424;476;1229;356;1091;389;477;453;419;2445;2164;2050;2086;2081;100;136;46;96;136;96;146;140;36;76;5;46;46;41;91;55;400;55;15;60;50;0;5;55;345;380;220;215;360;495;465;435;365;465;470;230;713;842;754;922;842;2419;893;736;630;877;833;808;642;507;691;757;719;731;679;533;238;57;62;62;30
97;62;67;67;102;57;97;102;62;57;97;102;62;57;97;57;57;57;62;919;206;953;253;227;206;259;268;263;301;249;372;218;81;81;0;40;36;76;0;45;10;5;41;46;5;36;36;5;5;5;5;90;450;50;50;50;41;96;155;185;145;275;2220;2270;2425;2510;2470;440;460;395;386;677;951;904;1049;1140;2359;832;1023;1731;852;964;819;786;923;851;882;951;637;828;947;331;67;62;57;30
